x,y,Ordre
1432723,3471390,6482121
1432723,3011363,6482121
5690779,6171271,6482121
5690779,311482,6482121
355616,4929614,6482121
355616,1553139,6482121
1941927,1538573,6482121
1941927,4944180,6482121
1735268,1084721,6482121
1735268,5398032,6482121
2397698,882795,6482121
2397698,5599958,6482121
3994901,3073174,6482121
3994901,3409579,6482121
5955113,5168074,6482121
5955113,1314679,6482121
441350,1740230,6482121
441350,4742523,6482121
330438,2766108,6482121
330438,3716645,6482121
1942763,471274,6482121
1942763,6011479,6482121
359735,1036585,6482121
359735,5446168,6482121
911898,1585097,6482121
911898,4897656,6482121
2567673,2330290,6482121
2567673,4152463,6482121
5581199,1754878,6482121
5581199,4727875,6482121
1800371,92069,6482121
1800371,6390684,6482121
3385806,2956311,6482121
3385806,3526442,6482121
3289267,3020898,6482121
3289267,3461855,6482121
2187159,4676174,6482121
2187159,1806579,6482121
3182818,2546407,6482121
3182818,3936346,6482121
3576754,4947278,6482121
3576754,1535475,6482121
5585778,1670471,6482121
5585778,4812282,6482121
3470962,2312889,6482121
3470962,4169864,6482121
2379111,5418162,6482121
2379111,1064591,6482121
2777516,1209953,6482121
2777516,5272800,6482121
844353,5175489,6482121
844353,1307264,6482121
101017,5350358,6482121
101017,1132395,6482121
308775,2522890,6482121
308775,3959863,6482121
1877197,278709,6482121
1877197,6204044,6482121
1883915,2169804,6482121
1883915,4312949,6482121
5486405,2402621,6482121
5486405,4080132,6482121
352485,1907915,6482121
352485,4574838,6482121
3878367,126007,6482121
3878367,6356746,6482121
2925462,5980477,6482121
2925462,502276,6482121
872202,5266979,6482121
872202,1215774,6482121
3507727,3335466,6482121
3507727,3147287,6482121
3505862,20623,6482121
3505862,6462130,6482121
4306829,4463002,6482121
4306829,2019751,6482121
4915283,6124240,6482121
4915283,358513,6482121
3100161,2501432,6482121
3100161,3981321,6482121
1074321,302141,6482121
1074321,6180612,6482121
344349,962844,6482121
344349,5519909,6482121
5114245,2896425,6482121
5114245,3586328,6482121
3677795,5427796,6482121
3677795,1054957,6482121
555996,6006481,6482121
555996,476272,6482121
704433,4315742,6482121
704433,2167011,6482121
1802889,2787476,6482121
1802889,3695277,6482121
2647432,3720140,6482121
2647432,2762613,6482121
1428679,3166734,6482121
1428679,3316019,6482121
2852767,5411987,6482121
2852767,1070766,6482121
2187938,2626078,6482121
2187938,3856675,6482121
5348282,1712279,6482121
5348282,4770474,6482121
5940617,4287436,6482121
5940617,2195317,6482121
1475819,1944346,6482121
1475819,4538407,6482121
2018571,4865638,6482121
2018571,1617115,6482121
892920,3453213,6482121
892920,3029540,6482121
5865587,631719,6482121
5865587,5851034,6482121
3720515,5835229,6482121
3720515,647524,6482121
4456226,2058841,6482121
4456226,4423912,6482121
3642115,2941687,6482121
3642115,3541066,6482121
4012395,3360283,6482121
4012395,3122470,6482121
3242214,1078794,6482121
3242214,5403959,6482121
809053,5853931,6482121
809053,628822,6482121
3139249,5733921,6482121
3139249,748832,6482121
4508352,741724,6482121
4508352,5741029,6482121
3275500,2064367,6482121
3275500,4418386,6482121
452244,970182,6482121
452244,5512571,6482121
1885657,297832,6482121
1885657,6184921,6482121
4203233,2721422,6482121
4203233,3761331,6482121
4767415,4137058,6482121
4767415,2345695,6482121
3180741,2648457,6482121
3180741,3834296,6482121
4319713,5141426,6482121
4319713,1341327,6482121
4509488,3967608,6482121
4509488,2515145,6482121
5123728,2282477,6482121
5123728,4200276,6482121
2970911,3344623,6482121
2970911,3138130,6482121
6215052,1513785,6482121
6215052,4968968,6482121
4963302,3718718,6482121
4963302,2764035,6482121
5743370,2420065,6482121
5743370,4062688,6482121
6237578,1883388,6482121
6237578,4599365,6482121
254135,5907632,6482121
254135,575121,6482121
4709289,5447928,6482121
4709289,1034825,6482121
1976003,5677505,6482121
1976003,805248,6482121
5055749,4925532,6482121
5055749,1557221,6482121
2684647,2468167,6482121
2684647,4014586,6482121
6341381,911760,6482121
6341381,5570993,6482121
4723951,6022396,6482121
4723951,460357,6482121
5192687,638624,6482121
5192687,5844129,6482121
992766,5449475,6482121
992766,1033278,6482121
1911649,3233375,6482121
1911649,3249378,6482121
5270008,6358508,6482121
5270008,124245,6482121
1065067,6434674,6482121
1065067,48079,6482121
3360617,5396420,6482121
3360617,1086333,6482121
6066048,5678958,6482121
6066048,803795,6482121
2271566,3579529,6482121
2271566,2903224,6482121
613504,1205247,6482121
613504,5277506,6482121
6370476,1134879,6482121
6370476,5347874,6482121
3768431,1302442,6482121
3768431,5180311,6482121
5942740,5726468,6482121
5942740,756285,6482121
4563451,4165262,6482121
4563451,2317491,6482121
1548647,173184,6482121
1548647,6309569,6482121
7389,6006243,6482121
7389,476510,6482121
1212242,14605,6482121
1212242,6468148,6482121
4286921,295750,6482121
4286921,6187003,6482121
5847791,971188,6482121
5847791,5511565,6482121
1442127,236747,6482121
1442127,6246006,6482121
2112246,614224,6482121
2112246,5868529,6482121
2842612,3213023,6482121
2842612,3269730,6482121
316485,2621699,6482121
316485,3861054,6482121
6033202,4831038,6482121
6033202,1651715,6482121
125832,1692189,6482121
125832,4790564,6482121
5255575,3606974,6482121
5255575,2875779,6482121
5478486,4054023,6482121
5478486,2428730,6482121
3191425,4123666,6482121
3191425,2359087,6482121
1209051,2528120,6482121
1209051,3954633,6482121
5330853,5507760,6482121
5330853,974993,6482121
1087818,2169777,6482121
1087818,4312976,6482121
594940,6178562,6482121
594940,304191,6482121
4805680,6449488,6482121
4805680,33265,6482121
5669464,5626759,6482121
5669464,855994,6482121
2630221,3036409,6482121
2630221,3446344,6482121
3086222,6474542,6482121
3086222,8211,6482121
780205,4659591,6482121
780205,1823162,6482121
4454587,117339,6482121
4454587,6365414,6482121
1331802,5384508,6482121
1331802,1098245,6482121
1823792,5073618,6482121
1823792,1409135,6482121
2463064,3637877,6482121
2463064,2844876,6482121
3274564,1767410,6482121
3274564,4715343,6482121
212053,5615113,6482121
212053,867640,6482121
1034593,6299962,6482121
1034593,182791,6482121
3630595,2498362,6482121
3630595,3984391,6482121
1071538,2817574,6482121
1071538,3665179,6482121
89644,4492514,6482121
89644,1990239,6482121
4835551,2585338,6482121
4835551,3897415,6482121
4445883,4583319,6482121
4445883,1899434,6482121
1325198,2512199,6482121
1325198,3970554,6482121
4001086,3762649,6482121
4001086,2720104,6482121
5991411,955978,6482121
5991411,5526775,6482121
5443300,2396584,6482121
5443300,4086169,6482121
2598679,1577147,6482121
2598679,4905606,6482121
2188457,6003425,6482121
2188457,479328,6482121
1651989,5043253,6482121
1651989,1439500,6482121
1293042,4418783,6482121
1293042,2063970,6482121
2240126,1780827,6482121
2240126,4701926,6482121
627483,2688713,6482121
627483,3794040,6482121
4662517,3705482,6482121
4662517,2777271,6482121
5181460,595834,6482121
5181460,5886919,6482121
937874,998769,6482121
937874,5483984,6482121
3283331,6446604,6482121
3283331,36149,6482121
4852084,3943868,6482121
4852084,2538885,6482121
1897954,1654311,6482121
1897954,4828442,6482121
2580409,6166874,6482121
2580409,315879,6482121
505067,6468906,6482121
505067,13847,6482121
2773510,2171189,6482121
2773510,4311564,6482121
3804847,5121730,6482121
3804847,1361023,6482121
453005,4952419,6482121
453005,1530334,6482121
6168380,5331303,6482121
6168380,1151450,6482121
4765846,2203023,6482121
4765846,4279730,6482121
1099662,1663408,6482121
1099662,4819345,6482121
3210093,4910606,6482121
3210093,1572147,6482121
4768870,2690996,6482121
4768870,3791757,6482121
2972250,6005739,6482121
2972250,477014,6482121
1983622,660109,6482121
1983622,5822644,6482121
4811103,6052822,6482121
4811103,429931,6482121
5266933,1675842,6482121
5266933,4806911,6482121
3234379,2581403,6482121
3234379,3901350,6482121
4644166,5972222,6482121
4644166,510531,6482121
195278,2190078,6482121
195278,4292675,6482121
5073045,5385450,6482121
5073045,1097303,6482121
2093248,5686774,6482121
2093248,795979,6482121
4592667,4190401,6482121
4592667,2292352,6482121
567241,5584270,6482121
567241,898483,6482121
1209780,4402614,6482121
1209780,2080139,6482121
4747599,5437297,6482121
4747599,1045456,6482121
3723170,5916210,6482121
3723170,566543,6482121
4904158,1473721,6482121
4904158,5009032,6482121
449134,1580846,6482121
449134,4901907,6482121
4233572,1766332,6482121
4233572,4716421,6482121
6332880,2337717,6482121
6332880,4145036,6482121
265846,2583068,6482121
265846,3899685,6482121
5962769,4964080,6482121
5962769,1518673,6482121
1190121,4730699,6482121
1190121,1752054,6482121
5654747,5373404,6482121
5654747,1109349,6482121
2709665,3149670,6482121
2709665,3333083,6482121
1487325,4471635,6482121
1487325,2011118,6482121
3449011,1792841,6482121
3449011,4689912,6482121
5222042,6124288,6482121
5222042,358465,6482121
6182314,5844925,6482121
6182314,637828,6482121
4488999,4484849,6482121
4488999,1997904,6482121
3210555,3572520,6482121
3210555,2910233,6482121
2230658,451953,6482121
2230658,6030800,6482121
805181,3284834,6482121
805181,3197919,6482121
1402532,2853129,6482121
1402532,3629624,6482121
6004261,3963191,6482121
6004261,2519562,6482121
4820873,3461392,6482121
4820873,3021361,6482121
2155543,3995544,6482121
2155543,2487209,6482121
284828,3548760,6482121
284828,2933993,6482121
3880483,4280091,6482121
3880483,2202662,6482121
6172258,5129134,6482121
6172258,1353619,6482121
4141030,4985569,6482121
4141030,1497184,6482121
4765832,528006,6482121
4765832,5954747,6482121
1599285,5171670,6482121
1599285,1311083,6482121
175144,3935779,6482121
175144,2546974,6482121
6397767,193545,6482121
6397767,6289208,6482121
1009755,1533193,6482121
1009755,4949560,6482121
461009,6192674,6482121
461009,290079,6482121
5147912,1377194,6482121
5147912,5105559,6482121
1739066,4548056,6482121
1739066,1934697,6482121
4578979,4080735,6482121
4578979,2402018,6482121
1743972,1250774,6482121
1743972,5231979,6482121
2424034,2068206,6482121
